"kode_produk","tgl_berlaku","kode_cabang","harga_berlaku_cabang","modal_cabang","biaya_cabang"
PROD-0000007,"2008-01-10 00:00:00",CABANG-039,4700,4430,40
PROD-0000008,"2008-01-10 00:00:00",CABANG-039,1080,1020,10
PROD-0000009,"2008-01-10 00:00:00",CABANG-039,4670,4440,20
PROD-0000010,"2008-01-10 00:00:00",CABANG-039,1100,1030,10
PROD-0000011,"2008-01-10 00:00:00",CABANG-039,1200,1140,10
PROD-0000012,"2008-01-10 00:00:00",CABANG-039,3500,3330,10
PROD-0000013,"2008-01-10 00:00:00",CABANG-039,12220,11610,190
PROD-0000014,"2008-01-10 00:00:00",CABANG-039,11370,10750,210
PROD-0000015,"2008-01-10 00:00:00",CABANG-039,19150,18190,280
PROD-0000016,"2008-01-10 00:00:00",CABANG-039,96190,92070,2160
PROD-0000017,"2008-01-10 00:00:00",CABANG-039,1210,1150,0
PROD-0000018,"2008-01-10 00:00:00",CABANG-039,8890,8440,120
PROD-0000019,"2008-01-10 00:00:00",CABANG-039,5960,5690,140
PROD-0000020,"2008-01-10 00:00:00",CABANG-039,5310,5080,130
PROD-0000021,"2008-01-10 00:00:00",CABANG-039,11860,11190,30
PROD-0000022,"2008-01-10 00:00:00",CABANG-039,70140,67260,1230
PROD-0000023,"2008-01-10 00:00:00",CABANG-039,13860,13290,230
PROD-0000024,"2008-01-10 00:00:00",CABANG-039,14790,14090,330
PROD-0000025,"2008-01-10 00:00:00",CABANG-039,10080,9530,120
PROD-0000026,"2008-01-10 00:00:00",CABANG-039,910,860,20
PROD-0000027,"2008-01-10 00:00:00",CABANG-039,12100,11490,250
PROD-0000028,"2008-01-10 00:00:00",CABANG-039,54340,51220,30
PROD-0000029,"2008-01-10 00:00:00",CABANG-039,6040,5740,150
PROD-0000030,"2008-01-10 00:00:00",CABANG-039,4020,3780,30
PROD-0000031,"2008-01-10 00:00:00",CABANG-039,18040,17140,0
PROD-0000032,"2008-01-10 00:00:00",CABANG-039,4980,4740,60
PROD-0000033,"2008-01-10 00:00:00",CABANG-039,15570,14900,80
PROD-0000034,"2008-01-10 00:00:00",CABANG-039,20320,19270,80
PROD-0000035,"2008-01-10 00:00:00",CABANG-039,6030,5680,60
PROD-0000036,"2008-01-10 00:00:00",CABANG-039,30180,28510,0
PROD-0000037,"2008-01-10 00:00:00",CABANG-039,5090,4800,60
PROD-0000038,"2008-01-10 00:00:00",CABANG-039,6000,5700,140
PROD-0000039,"2008-01-10 00:00:00",CABANG-039,5460,5130,40
PROD-0000040,"2008-01-10 00:00:00",CABANG-039,15030,14230,190
PROD-0000041,"2008-01-10 00:00:00",CABANG-039,13100,12390,110
PROD-0000001,"2008-01-11 00:00:00",CABANG-039,10970,10330,120
PROD-0000002,"2008-01-11 00:00:00",CABANG-039,4210,3990,60
PROD-0000003,"2008-01-11 00:00:00",CABANG-039,6150,5850,120
PROD-0000004,"2008-01-11 00:00:00",CABANG-039,8030,7630,90
PROD-0000005,"2008-01-11 00:00:00",CABANG-039,7200,6840,160
PROD-0000006,"2008-01-11 00:00:00",CABANG-039,7990,7590,160
PROD-0000007,"2008-01-11 00:00:00",CABANG-039,4570,4340,90
PROD-0000008,"2008-01-11 00:00:00",CABANG-039,1060,1010,20
PROD-0000009,"2008-01-11 00:00:00",CABANG-039,4720,4480,80
PROD-0000010,"2008-01-11 00:00:00",CABANG-039,1110,1060,0
PROD-0000011,"2008-01-11 00:00:00",CABANG-039,1200,1130,20
PROD-0000012,"2008-01-11 00:00:00",CABANG-039,3500,3300,20
PROD-0000013,"2008-01-11 00:00:00",CABANG-039,12200,11570,200
PROD-0000014,"2008-01-11 00:00:00",CABANG-039,11390,10820,100
PROD-0000015,"2008-01-11 00:00:00",CABANG-039,18930,17900,300
PROD-0000016,"2008-01-11 00:00:00",CABANG-039,95430,90660,1240
PROD-0000017,"2008-01-11 00:00:00",CABANG-039,1190,1140,30
PROD-0000018,"2008-01-11 00:00:00",CABANG-039,8940,8530,40
PROD-0000019,"2008-01-11 00:00:00",CABANG-039,6010,5760,50
PROD-0000020,"2008-01-11 00:00:00",CABANG-039,5250,4990,60
PROD-0000021,"2008-01-11 00:00:00",CABANG-039,12170,11500,0
PROD-0000022,"2008-01-11 00:00:00",CABANG-039,70560,67030,950
PROD-0000023,"2008-01-11 00:00:00",CABANG-039,14220,13510,220
PROD-0000024,"2008-01-11 00:00:00",CABANG-039,15090,14340,200
PROD-0000025,"2008-01-11 00:00:00",CABANG-039,10080,9500,150
PROD-0000026,"2008-01-11 00:00:00",CABANG-039,890,840,10
PROD-0000027,"2008-01-11 00:00:00",CABANG-039,11880,11200,270
PROD-0000028,"2008-01-11 00:00:00",CABANG-039,55880,53610,310
PROD-0000029,"2008-01-11 00:00:00",CABANG-039,6110,5740,130
PROD-0000030,"2008-01-11 00:00:00",CABANG-039,4030,3830,40
PROD-0000031,"2008-01-11 00:00:00",CABANG-039,18290,17420,200
PROD-0000032,"2008-01-11 00:00:00",CABANG-039,5080,4830,110
PROD-0000033,"2008-01-11 00:00:00",CABANG-039,15470,14760,160
PROD-0000034,"2008-01-11 00:00:00",CABANG-039,20240,19200,330
PROD-0000035,"2008-01-11 00:00:00",CABANG-039,6000,5700,80
PROD-0000036,"2008-01-11 00:00:00",CABANG-039,29880,28140,30
PROD-0000037,"2008-01-11 00:00:00",CABANG-039,4950,4700,60
PROD-0000038,"2008-01-11 00:00:00",CABANG-039,6110,5830,70
PROD-0000039,"2008-01-11 00:00:00",CABANG-039,5540,5240,40
PROD-0000040,"2008-01-11 00:00:00",CABANG-039,15150,14470,60
PROD-0000041,"2008-01-11 00:00:00",CABANG-039,13080,12430,150
PROD-0000001,"2008-01-12 00:00:00",CABANG-039,10910,10420,230
PROD-0000002,"2008-01-12 00:00:00",CABANG-039,4240,4030,10
PROD-0000003,"2008-01-12 00:00:00",CABANG-039,6250,6000,30
PROD-0000004,"2008-01-12 00:00:00",CABANG-039,7880,7410,80
PROD-0000005,"2008-01-12 00:00:00",CABANG-039,7120,6700,110
PROD-0000006,"2008-01-12 00:00:00",CABANG-039,8000,7600,100
PROD-0000007,"2008-01-12 00:00:00",CABANG-039,4640,4410,110
PROD-0000008,"2008-01-12 00:00:00",CABANG-039,1070,1010,20
PROD-0000009,"2008-01-12 00:00:00",CABANG-039,4720,4450,10
PROD-0000010,"2008-01-12 00:00:00",CABANG-039,1110,1050,20
PROD-0000011,"2008-01-12 00:00:00",CABANG-039,1200,1140,20
PROD-0000012,"2008-01-12 00:00:00",CABANG-039,3490,3310,30
PROD-0000013,"2008-01-12 00:00:00",CABANG-039,12200,11670,250
PROD-0000014,"2008-01-12 00:00:00",CABANG-039,11200,10640,0
PROD-0000015,"2008-01-12 00:00:00",CABANG-039,19300,18230,250
PROD-0000016,"2008-01-12 00:00:00",CABANG-039,96770,92450,770
PROD-0000017,"2008-01-12 00:00:00",CABANG-039,1200,1150,20
PROD-0000018,"2008-01-12 00:00:00",CABANG-039,8940,8460,200
PROD-0000019,"2008-01-12 00:00:00",CABANG-039,5970,5700,130
PROD-0000020,"2008-01-12 00:00:00",CABANG-039,5300,5070,60
PROD-0000021,"2008-01-12 00:00:00",CABANG-039,11850,11270,110
PROD-0000022,"2008-01-12 00:00:00",CABANG-039,69020,65780,1070
PROD-0000023,"2008-01-12 00:00:00",CABANG-039,14170,13330,20
PROD-0000024,"2008-01-12 00:00:00",CABANG-039,15000,14170,90
PROD-0000025,"2008-01-12 00:00:00",CABANG-039,9980,9570,60
PROD-0000026,"2008-01-12 00:00:00",CABANG-039,920,860,10
PROD-0000027,"2008-01-12 00:00:00",CABANG-039,11930,11400,190
PROD-0000028,"2008-01-12 00:00:00",CABANG-039,54780,51660,160
PROD-0000029,"2008-01-12 00:00:00",CABANG-039,6000,5660,10
PROD-0000030,"2008-01-12 00:00:00",CABANG-039,4050,3850,90
PROD-0000031,"2008-01-12 00:00:00",CABANG-039,17920,17030,70
PROD-0000032,"2008-01-12 00:00:00",CABANG-039,5000,4780,60
PROD-0000033,"2008-01-12 00:00:00",CABANG-039,15410,14600,140
PROD-0000034,"2008-01-12 00:00:00",CABANG-039,20240,19140,100
PROD-0000035,"2008-01-12 00:00:00",CABANG-039,5980,5680,70
PROD-0000036,"2008-01-12 00:00:00",CABANG-039,29640,28160,130
PROD-0000037,"2008-01-12 00:00:00",CABANG-039,4980,4730,120
PROD-0000038,"2008-01-12 00:00:00",CABANG-039,6040,5740,40
PROD-0000039,"2008-01-12 00:00:00",CABANG-039,5460,5230,70
PROD-0000040,"2008-01-12 00:00:00",CABANG-039,15030,14230,30
PROD-0000041,"2008-01-12 00:00:00",CABANG-039,12980,12310,230
PROD-0000001,"2008-01-13 00:00:00",CABANG-039,11000,10360,150
PROD-0000002,"2008-01-13 00:00:00",CABANG-039,4170,3960,30
PROD-0000003,"2008-01-13 00:00:00",CABANG-039,6160,5880,140
PROD-0000004,"2008-01-13 00:00:00",CABANG-039,8000,7610,50
PROD-0000005,"2008-01-13 00:00:00",CABANG-039,7130,6770,140
PROD-0000006,"2008-01-13 00:00:00",CABANG-039,8080,7700,50
PROD-0000007,"2008-01-13 00:00:00",CABANG-039,4610,4370,90
PROD-0000008,"2008-01-13 00:00:00",CABANG-039,1090,1030,30
PROD-0000009,"2008-01-13 00:00:00",CABANG-039,4710,4520,100
PROD-0000010,"2008-01-13 00:00:00",CABANG-039,1100,1060,0
PROD-0000011,"2008-01-13 00:00:00",CABANG-039,1220,1160,10
PROD-0000012,"2008-01-13 00:00:00",CABANG-039,3510,3300,80
PROD-0000013,"2008-01-13 00:00:00",CABANG-039,12130,11520,100
PROD-0000014,"2008-01-13 00:00:00",CABANG-039,11250,10580,110
PROD-0000015,"2008-01-13 00:00:00",CABANG-039,19080,17940,90
PROD-0000016,"2008-01-13 00:00:00",CABANG-039,97150,93150,1700
PROD-0000017,"2008-01-13 00:00:00",CABANG-039,1210,1160,0
PROD-0000018,"2008-01-13 00:00:00",CABANG-039,8970,8540,120
PROD-0000019,"2008-01-13 00:00:00",CABANG-039,5950,5700,70
PROD-0000020,"2008-01-13 00:00:00",CABANG-039,5230,4960,60
PROD-0000021,"2008-01-13 00:00:00",CABANG-039,12220,11720,50
PROD-0000022,"2008-01-13 00:00:00",CABANG-039,70840,67820,1520
PROD-0000023,"2008-01-13 00:00:00",CABANG-039,13830,13160,150
PROD-0000024,"2008-01-13 00:00:00",CABANG-039,15180,14520,280
PROD-0000025,"2008-01-13 00:00:00",CABANG-039,9900,9340,110
PROD-0000026,"2008-01-13 00:00:00",CABANG-039,900,860,20
PROD-0000027,"2008-01-13 00:00:00",CABANG-039,11930,11330,150
PROD-0000028,"2008-01-13 00:00:00",CABANG-039,54560,52300,50
PROD-0000029,"2008-01-13 00:00:00",CABANG-039,6010,5710,0
PROD-0000030,"2008-01-13 00:00:00",CABANG-039,4010,3810,60
PROD-0000031,"2008-01-13 00:00:00",CABANG-039,18360,17470,370
PROD-0000032,"2008-01-13 00:00:00",CABANG-039,5060,4810,40
PROD-0000033,"2008-01-13 00:00:00",CABANG-039,15350,14500,110
PROD-0000034,"2008-01-13 00:00:00",CABANG-039,20000,19000,30
PROD-0000035,"2008-01-13 00:00:00",CABANG-039,6080,5740,30
PROD-0000036,"2008-01-13 00:00:00",CABANG-039,30180,28960,290
PROD-0000037,"2008-01-13 00:00:00",CABANG-039,5020,4760,100
PROD-0000038,"2008-01-13 00:00:00",CABANG-039,6100,5800,130
PROD-0000039,"2008-01-13 00:00:00",CABANG-039,5460,5160,130
PROD-0000040,"2008-01-13 00:00:00",CABANG-039,15000,14270,370
PROD-0000041,"2008-01-13 00:00:00",CABANG-039,13050,12400,230
PROD-0000001,"2008-01-14 00:00:00",CABANG-039,11060,10510,240
PROD-0000002,"2008-01-14 00:00:00",CABANG-039,4240,4030,80
PROD-0000003,"2008-01-14 00:00:00",CABANG-039,6220,5950,130
PROD-0000004,"2008-01-14 00:00:00",CABANG-039,7900,7510,50
PROD-0000005,"2008-01-14 00:00:00",CABANG-039,7180,6820,50
PROD-0000006,"2008-01-14 00:00:00",CABANG-039,8000,7600,50
PROD-0000007,"2008-01-14 00:00:00",CABANG-039,4600,4370,100
PROD-0000008,"2008-01-14 00:00:00",CABANG-039,1070,1010,10
PROD-0000009,"2008-01-14 00:00:00",CABANG-039,4700,4470,40
PROD-0000010,"2008-01-14 00:00:00",CABANG-039,1090,1040,10
PROD-0000011,"2008-01-14 00:00:00",CABANG-039,1200,1140,20
PROD-0000012,"2008-01-14 00:00:00",CABANG-039,3550,3370,50
PROD-0000013,"2008-01-14 00:00:00",CABANG-039,12200,11680,30
PROD-0000014,"2008-01-14 00:00:00",CABANG-039,11480,10910,70
PROD-0000015,"2008-01-14 00:00:00",CABANG-039,19080,18120,50
PROD-0000016,"2008-01-14 00:00:00",CABANG-039,95620,90840,1240
PROD-0000017,"2008-01-14 00:00:00",CABANG-039,1210,1150,10
PROD-0000018,"2008-01-14 00:00:00",CABANG-039,9060,8610,150
PROD-0000019,"2008-01-14 00:00:00",CABANG-039,6020,5720,30
PROD-0000020,"2008-01-14 00:00:00",CABANG-039,5220,4960,20
PROD-0000021,"2008-01-14 00:00:00",CABANG-039,12000,11490,290
PROD-0000022,"2008-01-14 00:00:00",CABANG-039,70980,67480,780
PROD-0000023,"2008-01-14 00:00:00",CABANG-039,13860,13120,60
PROD-0000024,"2008-01-14 00:00:00",CABANG-039,14970,14080,330
PROD-0000025,"2008-01-14 00:00:00",CABANG-039,9900,9410,50
PROD-0000026,"2008-01-14 00:00:00",CABANG-039,900,850,20
PROD-0000027,"2008-01-14 00:00:00",CABANG-039,12120,11510,130
PROD-0000028,"2008-01-14 00:00:00",CABANG-039,54560,51830,50
PROD-0000029,"2008-01-14 00:00:00",CABANG-039,6040,5720,60
PROD-0000030,"2008-01-14 00:00:00",CABANG-039,3970,3810,90
PROD-0000031,"2008-01-14 00:00:00",CABANG-039,18320,17410,250
PROD-0000032,"2008-01-14 00:00:00",CABANG-039,5010,4760,100
PROD-0000033,"2008-01-14 00:00:00",CABANG-039,15620,14840,160
PROD-0000034,"2008-01-14 00:00:00",CABANG-039,19960,18900,200
PROD-0000035,"2008-01-14 00:00:00",CABANG-039,6050,5750,130
PROD-0000036,"2008-01-14 00:00:00",CABANG-039,30060,28310,530
PROD-0000037,"2008-01-14 00:00:00",CABANG-039,5030,4780,110
PROD-0000038,"2008-01-14 00:00:00",CABANG-039,6000,5700,20
PROD-0000039,"2008-01-14 00:00:00",CABANG-039,5500,5250,60
PROD-0000040,"2008-01-14 00:00:00",CABANG-039,14940,14070,180
PROD-0000041,"2008-01-14 00:00:00",CABANG-039,13000,12410,80
PROD-0000001,"2008-01-15 00:00:00",CABANG-039,10870,10300,210
PROD-0000002,"2008-01-15 00:00:00",CABANG-039,4170,3980,0
PROD-0000003,"2008-01-15 00:00:00",CABANG-039,6240,5930,20
PROD-0000004,"2008-01-15 00:00:00",CABANG-039,7940,7620,100
PROD-0000005,"2008-01-15 00:00:00",CABANG-039,7100,6750,70
PROD-0000006,"2008-01-15 00:00:00",CABANG-039,7890,7500,170
PROD-0000007,"2008-01-15 00:00:00",CABANG-039,4600,4370,70
PROD-0000008,"2008-01-15 00:00:00",CABANG-039,1060,1010,10
PROD-0000009,"2008-01-15 00:00:00",CABANG-039,4760,4490,110
PROD-0000010,"2008-01-15 00:00:00",CABANG-039,1100,1050,10
PROD-0000011,"2008-01-15 00:00:00",CABANG-039,1190,1130,10
PROD-0000012,"2008-01-15 00:00:00",CABANG-039,3510,3340,80
PROD-0000013,"2008-01-15 00:00:00",CABANG-039,12280,11620,80
PROD-0000014,"2008-01-15 00:00:00",CABANG-039,11480,10910,180
PROD-0000015,"2008-01-15 00:00:00",CABANG-039,18930,17800,240
PROD-0000016,"2008-01-15 00:00:00",CABANG-039,96380,90670,1690
PROD-0000017,"2008-01-15 00:00:00",CABANG-039,1220,1170,10
PROD-0000018,"2008-01-15 00:00:00",CABANG-039,8950,8500,160
PROD-0000019,"2008-01-15 00:00:00",CABANG-039,6010,5710,130
PROD-0000020,"2008-01-15 00:00:00",CABANG-039,5180,4880,100
PROD-0000021,"2008-01-15 00:00:00",CABANG-039,11950,11400,40
PROD-0000022,"2008-01-15 00:00:00",CABANG-039,70420,66900,1410
PROD-0000023,"2008-01-15 00:00:00",CABANG-039,14140,13470,290
PROD-0000024,"2008-01-15 00:00:00",CABANG-039,14970,14220,60
PROD-0000025,"2008-01-15 00:00:00",CABANG-039,9960,9490,200
PROD-0000026,"2008-01-15 00:00:00",CABANG-039,910,870,10
PROD-0000027,"2008-01-15 00:00:00",CABANG-039,11970,11360,120
PROD-0000028,"2008-01-15 00:00:00",CABANG-039,55330,52970,440
PROD-0000029,"2008-01-15 00:00:00",CABANG-039,6050,5750,60
PROD-0000030,"2008-01-15 00:00:00",CABANG-039,4000,3840,70
PROD-0000031,"2008-01-15 00:00:00",CABANG-039,17720,16800,70
PROD-0000032,"2008-01-15 00:00:00",CABANG-039,4930,4650,110
PROD-0000033,"2008-01-15 00:00:00",CABANG-039,15470,14700,290
PROD-0000034,"2008-01-15 00:00:00",CABANG-039,19960,18960,330
PROD-0000035,"2008-01-15 00:00:00",CABANG-039,6010,5690,60
PROD-0000036,"2008-01-15 00:00:00",CABANG-039,29880,28660,510
PROD-0000037,"2008-01-15 00:00:00",CABANG-039,5050,4800,0
PROD-0000038,"2008-01-15 00:00:00",CABANG-039,6040,5740,80
PROD-0000039,"2008-01-15 00:00:00",CABANG-039,5620,5370,120
PROD-0000040,"2008-01-15 00:00:00",CABANG-039,14940,14260,250
PROD-0000041,"2008-01-15 00:00:00",CABANG-039,13020,12480,270
PROD-0000001,"2008-01-16 00:00:00",CABANG-039,11000,10350,250
PROD-0000002,"2008-01-16 00:00:00",CABANG-039,4200,3950,30
PROD-0000003,"2008-01-16 00:00:00",CABANG-039,6220,5950,70
PROD-0000004,"2008-01-16 00:00:00",CABANG-039,8140,7690,40
PROD-0000005,"2008-01-16 00:00:00",CABANG-039,7010,6660,30
PROD-0000006,"2008-01-16 00:00:00",CABANG-039,7980,7580,80
PROD-0000007,"2008-01-16 00:00:00",CABANG-039,4610,4380,110
PROD-0000008,"2008-01-16 00:00:00",CABANG-039,1070,1010,20
PROD-0000009,"2008-01-16 00:00:00",CABANG-039,4770,4530,120
PROD-0000010,"2008-01-16 00:00:00",CABANG-039,1100,1030,20
PROD-0000011,"2008-01-16 00:00:00",CABANG-039,1210,1140,0
PROD-0000012,"2008-01-16 00:00:00",CABANG-039,3480,3300,70
PROD-0000013,"2008-01-16 00:00:00",CABANG-039,12200,11590,90
PROD-0000014,"2008-01-16 00:00:00",CABANG-039,11250,10610,170
PROD-0000015,"2008-01-16 00:00:00",CABANG-039,19000,17920,100
PROD-0000016,"2008-01-16 00:00:00",CABANG-039,96190,91380,770
PROD-0000017,"2008-01-16 00:00:00",CABANG-039,1190,1130,10
PROD-0000018,"2008-01-16 00:00:00",CABANG-039,8870,8430,120
PROD-0000019,"2008-01-16 00:00:00",CABANG-039,6020,5720,110
PROD-0000020,"2008-01-16 00:00:00",CABANG-039,5260,5000,110
PROD-0000021,"2008-01-16 00:00:00",CABANG-039,12020,11520,210
PROD-0000022,"2008-01-16 00:00:00",CABANG-039,71270,67700,430
PROD-0000023,"2008-01-16 00:00:00",CABANG-039,13940,13240,330
PROD-0000024,"2008-01-16 00:00:00",CABANG-039,15120,14420,350
PROD-0000025,"2008-01-16 00:00:00",CABANG-039,9900,9330,0
PROD-0000026,"2008-01-16 00:00:00",CABANG-039,900,850,10
PROD-0000027,"2008-01-16 00:00:00",CABANG-039,11920,11440,260
PROD-0000028,"2008-01-16 00:00:00",CABANG-039,55330,52410,80
PROD-0000029,"2008-01-16 00:00:00",CABANG-039,5930,5640,50
PROD-0000030,"2008-01-16 00:00:00",CABANG-039,4020,3820,60
PROD-0000031,"2008-01-16 00:00:00",CABANG-039,18140,17190,240
PROD-0000032,"2008-01-16 00:00:00",CABANG-039,5020,4740,110
PROD-0000033,"2008-01-16 00:00:00",CABANG-039,15380,14480,280
PROD-0000034,"2008-01-16 00:00:00",CABANG-039,20280,19300,480
PROD-0000035,"2008-01-16 00:00:00",CABANG-039,6050,5740,50
PROD-0000036,"2008-01-16 00:00:00",CABANG-039,29760,28270,520
PROD-0000037,"2008-01-16 00:00:00",CABANG-039,5000,4710,80
PROD-0000038,"2008-01-16 00:00:00",CABANG-039,5960,5680,30
PROD-0000039,"2008-01-16 00:00:00",CABANG-039,5530,5280,100
PROD-0000040,"2008-01-16 00:00:00",CABANG-039,14790,13990,70
PROD-0000041,"2008-01-16 00:00:00",CABANG-039,13100,12450,0
PROD-0000001,"2008-01-17 00:00:00",CABANG-039,10980,10470,70
PROD-0000002,"2008-01-17 00:00:00",CABANG-039,4230,4020,70
PROD-0000003,"2008-01-17 00:00:00",CABANG-039,6220,5910,50
PROD-0000004,"2008-01-17 00:00:00",CABANG-039,8000,7560,0
PROD-0000005,"2008-01-17 00:00:00",CABANG-039,7180,6770,0
PROD-0000006,"2008-01-17 00:00:00",CABANG-039,8020,7630,30
PROD-0000007,"2008-01-17 00:00:00",CABANG-039,4670,4470,50
PROD-0000008,"2008-01-17 00:00:00",CABANG-039,1070,1020,0
PROD-0000009,"2008-01-17 00:00:00",CABANG-039,4710,4480,100
PROD-0000010,"2008-01-17 00:00:00",CABANG-039,1110,1060,0
PROD-0000011,"2008-01-17 00:00:00",CABANG-039,1190,1130,30
PROD-0000012,"2008-01-17 00:00:00",CABANG-039,3510,3330,40
PROD-0000013,"2008-01-17 00:00:00",CABANG-039,12180,11560,10
PROD-0000014,"2008-01-17 00:00:00",CABANG-039,11390,10800,140
PROD-0000015,"2008-01-17 00:00:00",CABANG-039,19120,18160,120
PROD-0000016,"2008-01-17 00:00:00",CABANG-039,95240,90000,1950
PROD-0000017,"2008-01-17 00:00:00",CABANG-039,1190,1130,30
PROD-0000018,"2008-01-17 00:00:00",CABANG-039,8900,8440,200
PROD-0000019,"2008-01-17 00:00:00",CABANG-039,6040,5690,120
PROD-0000020,"2008-01-17 00:00:00",CABANG-039,5170,4880,30
PROD-0000021,"2008-01-17 00:00:00",CABANG-039,12000,11280,80
PROD-0000022,"2008-01-17 00:00:00",CABANG-039,69720,66690,70
PROD-0000023,"2008-01-17 00:00:00",CABANG-039,13950,13330,100
PROD-0000024,"2008-01-17 00:00:00",CABANG-039,14940,14110,0
PROD-0000025,"2008-01-17 00:00:00",CABANG-039,9980,9480,90
PROD-0000026,"2008-01-17 00:00:00",CABANG-039,900,850,0
PROD-0000027,"2008-01-17 00:00:00",CABANG-039,11920,11420,270
PROD-0000028,"2008-01-17 00:00:00",CABANG-039,54890,51950,270
PROD-0000029,"2008-01-17 00:00:00",CABANG-039,6010,5720,70
PROD-0000030,"2008-01-17 00:00:00",CABANG-039,4020,3790,60
PROD-0000031,"2008-01-17 00:00:00",CABANG-039,18070,17160,420
PROD-0000032,"2008-01-17 00:00:00",CABANG-039,5060,4810,60
PROD-0000033,"2008-01-17 00:00:00",CABANG-039,15600,14820,30
PROD-0000034,"2008-01-17 00:00:00",CABANG-039,20120,19110,340
PROD-0000035,"2008-01-17 00:00:00",CABANG-039,6030,5720,40
PROD-0000036,"2008-01-17 00:00:00",CABANG-039,30480,28960,270
PROD-0000037,"2008-01-17 00:00:00",CABANG-039,4990,4740,90
PROD-0000038,"2008-01-17 00:00:00",CABANG-039,6020,5680,20
PROD-0000039,"2008-01-17 00:00:00",CABANG-039,5540,5260,130
PROD-0000040,"2008-01-17 00:00:00",CABANG-039,15270,14390,230
PROD-0000041,"2008-01-17 00:00:00",CABANG-039,13000,12370,110
PROD-0000001,"2008-01-18 00:00:00",CABANG-039,11030,10450,250
PROD-0000002,"2008-01-18 00:00:00",CABANG-039,4190,3970,100
PROD-0000003,"2008-01-18 00:00:00",CABANG-039,6140,5840,10
PROD-0000004,"2008-01-18 00:00:00",CABANG-039,8000,7600,100
PROD-0000005,"2008-01-18 00:00:00",CABANG-039,7150,6870,10
PROD-0000006,"2008-01-18 00:00:00",CABANG-039,8030,7680,60
PROD-0000007,"2008-01-18 00:00:00",CABANG-039,4550,4300,90
PROD-0000008,"2008-01-18 00:00:00",CABANG-039,1050,990,20
PROD-0000009,"2008-01-18 00:00:00",CABANG-039,4730,4490,100
PROD-0000010,"2008-01-18 00:00:00",CABANG-039,1100,1060,10
PROD-0000011,"2008-01-18 00:00:00",CABANG-039,1220,1160,0
PROD-0000012,"2008-01-18 00:00:00",CABANG-039,3480,3310,40
PROD-0000013,"2008-01-18 00:00:00",CABANG-039,12220,11510,260
PROD-0000014,"2008-01-18 00:00:00",CABANG-039,11340,10740,20
PROD-0000015,"2008-01-18 00:00:00",CABANG-039,18970,18130,400
PROD-0000016,"2008-01-18 00:00:00",CABANG-039,96000,91520,1060
PROD-0000017,"2008-01-18 00:00:00",CABANG-039,1210,1140,20
PROD-0000018,"2008-01-18 00:00:00",CABANG-039,8960,8510,150
PROD-0000019,"2008-01-18 00:00:00",CABANG-039,6010,5710,40
PROD-0000020,"2008-01-18 00:00:00",CABANG-039,5250,5030,120
PROD-0000021,"2008-01-18 00:00:00",CABANG-039,11900,11300,160
PROD-0000022,"2008-01-18 00:00:00",CABANG-039,70000,66910,0
PROD-0000023,"2008-01-18 00:00:00",CABANG-039,14050,13350,70
PROD-0000024,"2008-01-18 00:00:00",CABANG-039,15150,14470,120
PROD-0000025,"2008-01-18 00:00:00",CABANG-039,10020,9510,200
PROD-0000026,"2008-01-18 00:00:00",CABANG-039,900,850,10
PROD-0000027,"2008-01-18 00:00:00",CABANG-039,12200,11610,270
PROD-0000028,"2008-01-18 00:00:00",CABANG-039,54670,51940,930
PROD-0000029,"2008-01-18 00:00:00",CABANG-039,5990,5690,140
PROD-0000030,"2008-01-18 00:00:00",CABANG-039,4000,3800,60
PROD-0000031,"2008-01-18 00:00:00",CABANG-039,18030,17120,380
PROD-0000032,"2008-01-18 00:00:00",CABANG-039,5070,4850,20
PROD-0000033,"2008-01-18 00:00:00",CABANG-039,15560,14930,230
PROD-0000034,"2008-01-18 00:00:00",CABANG-039,19920,19080,70
PROD-0000035,"2008-01-18 00:00:00",CABANG-039,6060,5770,50
PROD-0000036,"2008-01-18 00:00:00",CABANG-039,30180,28520,260
PROD-0000037,"2008-01-18 00:00:00",CABANG-039,5040,4770,120
PROD-0000038,"2008-01-18 00:00:00",CABANG-039,6010,5710,150
PROD-0000039,"2008-01-18 00:00:00",CABANG-039,5490,5230,10
PROD-0000040,"2008-01-18 00:00:00",CABANG-039,14820,14150,290
PROD-0000041,"2008-01-18 00:00:00",CABANG-039,12970,12370,100
PROD-0000001,"2008-01-19 00:00:00",CABANG-039,11000,10450,250
PROD-0000002,"2008-01-19 00:00:00",CABANG-039,4170,3980,100
PROD-0000003,"2008-01-19 00:00:00",CABANG-039,6150,5840,60
PROD-0000004,"2008-01-19 00:00:00",CABANG-039,8030,7630,120
PROD-0000005,"2008-01-19 00:00:00",CABANG-039,7100,6740,120
PROD-0000006,"2008-01-19 00:00:00",CABANG-039,8110,7790,190
PROD-0000007,"2008-01-19 00:00:00",CABANG-039,4560,4340,110
PROD-0000008,"2008-01-19 00:00:00",CABANG-039,1070,1020,10
